"Word"	"Duration"	"Speaker"	"File"	"POS"	"Ideal"	"Surface"	"ParseIdeal"	"ParseSurface"	"Prepausal"	"SylNIdeal"	"SylNSurface"	"StressGuess"	"TimeInto"	"IsYoung"	"IsMale"	"IntIsMale"
"lined"	423	2	"04b"	"VBN"	"l2nd"	"l2n"	"l2nd"	"l2n"	0	1	1	"1"	430.0471	0	0	1
"with"	192	2	"04b"	"IN"	"wIT"	"wID"	"wIT"	"wID"	0	1	1	"1"	430.469	0	0	1
"books"	414	2	"04b"	"NNS"	"bUks"	"bUks"	"bUks"	"bUks"	1	1	1	"1"	430.658	0	0	1
"and"	106	2	"04b"	"CC"	"{nd"	"{n"	"{nd"	"{n"	0	1	1	"0"	431.398	0	0	1
"a"	93	2	"04b"	"DT"	"1"	"Q"	"1"	"Q"	0	1	1	"0"	431.503	0	0	1
"hallway"	550	2	"04b"	"NN"	"hQlw1"	"hQlw1"	"hQl.w1"	"hQl.w1"	0	2	2	"12"	431.595	0	0	1
"part"	213	2	"04b"	"NN"	"pQrt"	"pQr"	"pQrt"	"pQr"	0	1	1	"1"	432.143	0	0	1
"of"	111	2	"04b"	"IN"	"Vv"	"Vv"	"Vv"	"Vv"	0	1	1	"1"	432.353	0	0	1
"is"	83	2	"04b"	"VBZ"	"Iz"	"Iz"	"Iz"	"Iz"	0	1	1	"1"	432.568	0	0	1
"books"	261	2	"04b"	"NNS"	"bUks"	"bUks"	"bUks"	"bUks"	0	1	1	"1"	432.6492	0	0	1
"and"	122	2	"04b"	"CC"	"{nd"	"En"	"{nd"	"En"	0	1	1	"0"	432.908	0	0	1
"i"	133	2	"04b"	"PRP"	"2"	"2"	"2"	"2"	0	1	1	"1"	433.028	0	0	1
"don't"	97	2	"04b"	"VBP_RB"	"d5nt"	"R5"	"d5nt"	"R5"	0	1	1	"1"	433.161	0	0	1
"know"	121	2	"04b"	"VBP"	"n5"	"n5"	"n5"	"n5"	0	1	1	"1"	433.258	0	0	1
"whether"	129	2	"04b"	"IN"	"wED3"	"wED"	"wE.D3"	"wED"	0	2	1	"?"	433.378	0	0	1
"the"	64	2	"04b"	"DT"	"Di"	"Di"	"Di"	"Di"	0	1	1	"0"	433.506	0	0	1
"kids"	182	2	"04b"	"NNS"	"kIdz"	"kIz"	"kIdz"	"kIz"	0	1	1	"1"	433.568	0	0	1
"ever"	163	2	"04b"	"RB"	"Ev3"	"Ev3"	"E.v3"	"E.v3"	0	2	2	"10"	433.748	0	0	1
"go"	196	2	"04b"	"VBP"	"g5"	"g5"	"g5"	"g5"	0	1	1	"1"	433.908	0	0	1
"and"	75	2	"04b"	"CC"	"{nd"	"F"	"{nd"	"F"	0	1	1	"0"	434.103	0	0	1
"pick"	115	2	"04b"	"VBP"	"pIk"	"pIk"	"pIk"	"pIk"	0	1	1	"1"	434.178	0	0	1
"those"	199	2	"04b"	"DT"	"D5z"	"D5z"	"D5z"	"D5z"	0	1	1	"1"	434.291	0	0	1
"up"	129	2	"04b"	"RP"	"Vp"	"Vp"	"Vp"	"Vp"	0	1	1	"1"	434.488	0	0	1
"or"	44	2	"04b"	"CC"	"5r"	"3"	"5r"	"3"	0	1	1	"1"	434.615	0	0	1
"not"	242	2	"04b"	"RB"	"nQt"	"nQp"	"nQt"	"nQp"	0	1	1	"1"	434.658	0	0	1
"because"	341	2	"04b"	"IN"	"bIkVz"	"bIkVz"	"bI.kVz"	"bI.kVz"	0	2	2	"01"	434.898	0	0	1
"they're"	103	2	"04b"	"PRP_VBP"	"D13"	"z3"	"D1.3"	"z3"	0	2	1	"1"	435.236	0	0	1
"always"	181	2	"04b"	"RB"	"Qlw1z"	"Qw1z"	"Ql.w1z"	"Q.w1z"	0	2	2	"12"	435.338	0	0	1
"going"	293	2	"04b"	"VBG"	"g5IN"	"g5In"	"g5.IN"	"g5.In"	0	2	2	"10"	435.518	0	0	1
"to"	102	2	"04b"	"TO"	"tu"	"dV"	"tu"	"dV"	0	1	1	"1"	435.808	0	0	1
"the"	61	2	"04b"	"DT"	"Di"	"RV"	"Di"	"RV"	0	1	1	"0"	435.909	0	0	1
"library"	512	2	"04b"	"NN"	"l2brEri"	"l2b3i"	"l2.brE.ri"	"l2.b3.i"	1	3	3	"120"	435.969	0	0	1
"so"	86	2	"04b"	"RB"	"s5"	"sI"	"s5"	"sI"	0	1	1	"1"	437.206	0	0	1
"you"	57	2	"04b"	"PRP"	"ju"	"jI"	"ju"	"jI"	0	1	1	"1"	437.291	0	0	1
"see"	215	2	"04b"	"VBP"	"si"	"si"	"si"	"si"	0	1	1	"1"	437.346	0	0	1
"it's"	197	2	"04b"	"PRP_VBZ"	"Its"	"Is"	"Its"	"Is"	0	1	1	"1"	437.561	0	0	1
"what"	229	2	"04b"	"WP"	"wVt"	"hwVY"	"wVt"	"hwVY"	1	1	1	"1"	437.757	0	0	1
"is"	132	2	"04b"	"VBZ"	"Iz"	"Iz"	"Iz"	"Iz"	0	1	1	"1"	438.131	0	0	1
"taught"	387	2	"04b"	"VBN"	"tQt"	"tQt"	"tQt"	"tQt"	0	1	1	"1"	438.261	0	0	1
"at"	167	2	"04b"	"IN"	"{t"	"ER"	"{t"	"ER"	0	1	1	"1"	438.647	0	0	1
"home"	398	2	"04b"	"NN"	"h5m"	"h5m"	"h5m"	"h5m"	1	1	1	"1"	438.8121	0	0	1
"that"	127	2	"04b"	"DT"	"D{t"	"D{"	"D{t"	"D{"	0	1	1	"1"	440.0521	0	0	1
"really"	293	2	"04b"	"RB"	"rili"	"rIli"	"ri.li"	"rI.li"	0	2	2	"10"	440.179	0	0	1
"count"	449	2	"04b"	"VB"	"k6nt"	"k6nt"	"k6nt"	"k6nt"	1	1	1	"1"	440.469	0	0	1
"but"	254	2	"04b"	"CC"	"bVt"	"bVY"	"bVt"	"bVY"	0	1	1	"1"	441.1876	0	0	1
"we"	176	2	"04b"	"PRP"	"wi"	"wi"	"wi"	"wi"	0	1	1	"1"	441.4403	0	0	1
"don't"	400	2	"04b"	"VBP_RB"	"d5nt"	"d5nY"	"d5nt"	"d5nY"	0	1	1	"1"	441.6154	0	0	1
"need"	336	2	"04b"	"VBP"	"nid"	"nid"	"nid"	"nid"	0	1	1	"1"	442.013	0	0	1
"all"	323	2	"04b"	"PDT"	"Ql"	"Ql"	"Ql"	"Ql"	0	1	1	"1"	442.3463	0	0	1
"those"	190	2	"04b"	"DT"	"D5z"	"l5z"	"D5z"	"l5z"	0	1	1	"1"	442.669	0	0	1
"material"	420	2	"04b"	"JJ"	"mVtIriP"	"mVtirP"	"mV.tI.ri.P"	"mV.ti.rP"	0	4	3	"???"	442.857	0	0	1
"things"	264	2	"04b"	"NNS"	"TINz"	"TINz"	"TINz"	"TINz"	0	1	1	"1"	443.274	0	0	1
"and"	76	2	"04b"	"CC"	"{nd"	"In"	"{nd"	"In"	0	1	1	"0"	443.535	0	0	1
"now"	106	2	"04b"	"RB"	"n6"	"nQ"	"n6"	"nQ"	0	1	1	"1"	443.611	0	0	1
"i'm"	121	2	"04b"	"PRP_VBP"	"2m"	"Qm"	"2m"	"Qm"	0	1	1	"1"	443.716	0	0	1
"sitting"	284	2	"04b"	"VBG"	"sItIN"	"sIRIN"	"sI.tIN"	"sI.RIN"	0	2	2	"10"	443.836	0	0	1
"back"	205	2	"04b"	"RB"	"b{k"	"b{g"	"b{k"	"b{g"	0	1	1	"1"	444.118	0	0	1
"and"	32	2	"04b"	"CC"	"{nd"	"E"	"{nd"	"E"	0	1	1	"0"	444.323	0	0	1
"thinking"	323	2	"04b"	"VBG"	"TINkIN"	"TININ"	"TIN.kIN"	"TI.NIN"	0	2	2	"10"	444.354	0	0	1
"well"	331	2	"04b"	"RB"	"wEl"	"wEl"	"wEl"	"wEl"	1	1	1	"1"	444.675	0	0	1
"which"	224	2	"04b"	"WDT"	"wIJ"	"hwIJ"	"wIJ"	"hwIJ"	0	1	1	"1"	445.485	0	0	1
"one"	144	2	"04b"	"CD"	"wVn"	"wV"	"wVn"	"wV"	0	1	1	"1"	445.706	0	0	1
"of"	70	2	"04b"	"IN"	"Vv"	"V"	"Vv"	"V"	0	1	1	"1"	445.849	0	0	1
"my"	231	2	"04b"	"PRP$"	"m2"	"m2"	"m2"	"m2"	0	1	1	"1"	445.919	0	0	1
"kids"	492	2	"04b"	"NNS"	"kIdz"	"kIds"	"kIdz"	"kIds"	0	1	1	"1"	446.149	0	0	1
"which"	192	2	"04b"	"WDT"	"wIJ"	"wIS"	"wIJ"	"wIS"	0	1	1	"1"	446.639	0	0	1
"one"	102	2	"04b"	"CD"	"wVn"	"wV"	"wVn"	"wV"	0	1	1	"1"	446.829	0	0	1
"of"	23	2	"04b"	"IN"	"Vv"	"V"	"Vv"	"V"	0	1	1	"1"	446.93	0	0	1
"my"	179	2	"04b"	"PRP$"	"m2"	"m2"	"m2"	"m2"	0	1	1	"1"	446.953	0	0	1
"grandchildren"	637	2	"04b"	"NNS"	"gr{ndJIldrVn"	"gr{nJIl3"	"gr{nd.JIl.drVn"	"gr{nJ.I.l3"	0	3	3	"120"	447.131	0	0	1
"are"	78	2	"04b"	"VBP"	"Qr"	"3"	"Qr"	"3"	0	1	1	"1"	447.7622	0	0	1
"gonna"	165	2	"04b"	"VBG_TO"	"gVnV"	"gQRI"	"gV.nV"	"gQ.RI"	0	2	2	"10"	447.84	0	0	1
"keep"	271	2	"04b"	"VBP"	"kip"	"kip"	"kip"	"kip"	0	1	1	"1"	448.002	0	0	1
"this"	229	2	"04b"	"DT"	"DIs"	"TIs"	"DIs"	"TIs"	0	1	1	"1"	448.272	0	0	1
"or"	78	2	"04b"	"CC"	"5r"	"3"	"5r"	"3"	0	1	1	"1"	448.499	0	0	1
"shall"	243	2	"04b"	"MD"	"S{l"	"SQl"	"S{l"	"SQl"	0	1	1	"1"	448.577	0	0	1
"i"	45	2	"04b"	"PRP"	"2"	"V"	"2"	"V"	0	1	1	"1"	448.819	0	0	1
"have"	174	2	"04b"	"VBP"	"h{v"	"h{v"	"h{v"	"h{v"	0	1	1	"1"	448.864	0	0	1
"an"	69	2	"04b"	"DT"	"{n"	"Vn"	"{n"	"Vn"	0	1	1	"1"	449.036	0	0	1
"auction"	378	2	"04b"	"NN"	"QkSVn"	"QkSIn"	"Qk.SVn"	"Qk.SIn"	0	2	2	"10"	449.104	0	0	1
"and"	92	2	"04b"	"CC"	"{nd"	"{"	"{nd"	"{"	0	1	1	"0"	449.479	0	0	1
"spend"	252	2	"04b"	"VB"	"spEnd"	"spEn"	"spEnd"	"spEn"	0	1	1	"1"	449.57	0	0	1
"the"	61	2	"04b"	"DT"	"Di"	"nV"	"Di"	"nV"	0	1	1	"0"	449.819	0	0	1
"money"	242	2	"04b"	"NN"	"mVni"	"mVni"	"mV.ni"	"mV.ni"	0	2	2	"10"	449.879	0	0	1
"and"	60	2	"04b"	"CC"	"{nd"	"H"	"{nd"	"H"	0	1	1	"0"	450.121	0	0	1
"you"	45	2	"04b"	"PRP"	"ju"	"jI"	"ju"	"jI"	0	1	1	"1"	451.975	0	0	1
"see"	166	2	"04b"	"VBP"	"si"	"si"	"si"	"si"	0	1	1	"1"	452.02	0	0	1
"what"	95	2	"04b"	"WP"	"wVt"	"wVR"	"wVt"	"wVR"	0	1	1	"1"	452.185	0	0	1
"i"	46	2	"04b"	"PRP"	"2"	"Q"	"2"	"Q"	0	1	1	"1"	452.279	0	0	1
"mean"	212	2	"04b"	"VBP"	"min"	"min"	"min"	"min"	1	1	1	"1"	452.325	0	0	1
"you"	89	2	"04b"	"PRP"	"ju"	"jI"	"ju"	"jI"	0	1	1	"1"	452.597	0	0	1
"change"	532	2	"04b"	"VBP"	"J1n_"	"J1n_"	"J1n_"	"J1n_"	1	1	1	"1"	452.685	0	0	1
"your"	132	2	"04b"	"PRP$"	"j5r"	"j3"	"j5r"	"j3"	0	1	1	"1"	454.006	0	0	1
"opinions"	412	2	"04b"	"NNS"	"VpInjVnz"	"pInjIs"	"V.pIn.jVnz"	"pIn.jIs"	0	3	2	"??"	454.136	0	0	1
"change"	352	2	"04b"	"VBP"	"J1n_"	"J1n_"	"J1n_"	"J1n_"	0	1	1	"1"	454.546	0	0	1
"as"	139	2	"04b"	"IN"	"{z"	"{Z"	"{z"	"{Z"	0	1	1	"1"	454.896	0	0	1
"you"	72	2	"04b"	"PRP"	"ju"	"Zu"	"ju"	"Zu"	0	1	1	"1"	455.0344	0	0	1
"get"	163	2	"04b"	"VBP"	"gEt"	"gIR"	"gEt"	"gIR"	0	1	1	"1"	455.106	0	0	1
"older"	410	2	"04b"	"JJR"	"5ld3"	"5ld3"	"5l.d3"	"5l.d3"	1	2	2	"10"	455.268	0	0	1
"and"	78	2	"04b"	"CC"	"{nd"	"E"	"{nd"	"E"	0	1	1	"0"	455.9367	0	0	1
"you"	64	2	"04b"	"PRP"	"ju"	"ju"	"ju"	"ju"	0	1	1	"1"	456.0141	0	0	1
"begin"	294	2	"04b"	"VBP"	"bIgIn"	"bigIn"	"bI.gIn"	"bi.gIn"	0	2	2	"01"	456.0774	0	0	1
"to"	93	2	"04b"	"TO"	"tu"	"dV"	"tu"	"dV"	0	1	1	"1"	456.3695	0	0	1
"look"	209	2	"04b"	"VB"	"lUk"	"lUk"	"lUk"	"lUk"	0	1	1	"1"	456.4618	0	0	1
"back"	588	2	"04b"	"RB"	"b{k"	"b{k"	"b{k"	"b{k"	1	1	1	"1"	456.6694	0	0	1
"i"	87	2	"04b"	"PRP"	"2"	"2"	"2"	"2"	0	1	1	"1"	458.397	0	0	1
"don't"	201	2	"04b"	"VBP_RB"	"d5nt"	"d5n"	"d5nt"	"d5n"	0	1	1	"1"	458.484	0	0	1
"think"	198	2	"04b"	"VBP"	"TINk"	"TIN"	"TINk"	"TIN"	0	1	1	"1"	458.683	0	0	1
"i"	100	2	"04b"	"PRP"	"2"	"Q"	"2"	"Q"	0	1	1	"1"	458.879	0	0	1
"was"	153	2	"04b"	"VBD"	"wVz"	"wIz"	"wVz"	"wIz"	0	1	1	"1"	458.979	0	0	1
"ever"	361	2	"04b"	"RB"	"Ev3"	"Ev3"	"E.v3"	"E.v3"	0	2	2	"10"	459.129	0	0	1
"a"	71	2	"04b"	"DT"	"1"	"V"	"1"	"V"	0	1	1	"0"	459.489	0	0	1
"spendthrift"	538	2	"04b"	"NN"	"spEndTrIft"	"spEnTrIft"	"spEnd.TrIft"	"spEn.TrIft"	0	2	2	"12"	459.559	0	0	1
"to"	56	2	"04b"	"TO"	"tu"	"t"	"tu"	"t"	0	1	1	"1"	460.094	0	0	1
"the"	54	2	"04b"	"DT"	"Di"	"DV"	"Di"	"DV"	0	1	1	"0"	460.149	0	0	1
"point"	275	2	"04b"	"NN"	"p4nt"	"p4n"	"p4nt"	"p4n"	0	1	1	"1"	460.203	0	0	1
"that"	92	2	"04b"	"IN"	"D{t"	"DER"	"D{t"	"DER"	0	1	1	"1"	460.476	0	0	1
"i"	102	2	"04b"	"PRP"	"2"	"2"	"2"	"2"	0	1	1	"1"	460.567	0	0	1
"did"	167	2	"04b"	"VBD"	"dId"	"dId"	"dId"	"dId"	0	1	1	"1"	460.669	0	0	1
"things"	316	2	"04b"	"NNS"	"TINz"	"TINs"	"TINz"	"TINs"	1	1	1	"1"	460.835	0	0	1
"foolishly"	720	2	"04b"	"RB"	"fulISli"	"fulISli"	"fu.lIS.li"	"fu.lIS.li"	1	3	3	"100"	461.262	0	0	1
"some"	241	2	"04b"	"DT"	"sVm"	"sVm"	"sVm"	"sVm"	0	1	1	"1"	464.006	0	0	1
"things"	212	2	"04b"	"NNS"	"TINz"	"TINz"	"TINz"	"TINz"	0	1	1	"1"	464.246	0	0	1
"i"	75	2	"04b"	"PRP"	"2"	"2"	"2"	"2"	0	1	1	"1"	464.456	0	0	1
"did"	225	2	"04b"	"VBD"	"dId"	"dId"	"dId"	"dId"	0	1	1	"1"	464.531	0	0	1
"do"	162	2	"04b"	"VB"	"du"	"du"	"du"	"du"	0	1	1	"1"	464.756	0	0	1
"foolish"	409	2	"04b"	"VB"	"fulIS"	"fulIS"	"fu.lIS"	"fu.lIS"	0	2	2	"10"	464.916	0	0	1
"but"	141	2	"04b"	"CC"	"bVt"	"bVR"	"bVt"	"bVR"	0	1	1	"1"	465.323	0	0	1
"i"	104	2	"04b"	"PRP"	"2"	"Q"	"2"	"Q"	0	1	1	"1"	465.462	0	0	1
"mean"	199	2	"04b"	"NN"	"min"	"min"	"min"	"min"	0	1	1	"1"	465.566	0	0	1
"on"	177	2	"04b"	"IN"	"Qn"	"Qn"	"Qn"	"Qn"	0	1	1	"1"	465.901	0	0	1
"a"	170	2	"04b"	"DT"	"1"	"V"	"1"	"V"	0	1	1	"0"	466.076	0	0	1
"over"	302	2	"04b"	"IN"	"5v3"	"5v3"	"5.v3"	"5.v3"	0	2	2	"10"	466.246	0	0	1
"all"	131	2	"04b"	"DT"	"Ql"	"Ql"	"Ql"	"Ql"	0	1	1	"1"	466.546	0	0	1
"basis"	643	2	"04b"	"NN"	"b1sIs"	"b1sIs"	"b1.sIs"	"b1.sIs"	1	2	2	"10"	466.676	0	0	1
"but"	162	2	"04b"	"CC"	"bVt"	"bVY"	"bVt"	"bVY"	0	1	1	"1"	468.9295	0	0	1
"i"	159	2	"04b"	"PRP"	"2"	"2"	"2"	"2"	1	1	1	"1"	469.0899	0	0	1
"huh"	217	2	"04b"	"NN"	"hV"	"hV"	"hV"	"hV"	1	1	1	"1"	470.082	0	0	1
"mm-hmm"	1173	2	"05a"	"NN"	"FF"	"FhF"	"F.F"	"F.hF"	1	2	2	"??"	32.8421	0	0	1
"usually"	342	2	"05a"	"RB"	"juZVli"	"juSli"	"ju.ZV.li"	"juS.li"	0	3	2	"??"	112.1099	0	0	1
"she's"	196	2	"05a"	"PRP_VBZ"	"Siz"	"Siz"	"Siz"	"Siz"	0	1	1	"1"	112.4506	0	0	1
"looking"	267	2	"05a"	"VBG"	"lUkIN"	"lUgIm"	"lU.kIN"	"lU.gIm"	0	2	2	"10"	112.6448	0	0	1
"for"	129	2	"05a"	"IN"	"f5r"	"v3"	"f5r"	"v3"	0	1	1	"1"	112.9092	0	0	1
"something"	328	2	"05a"	"NN"	"sVmTIN"	"sVmTIn"	"sVm.TIN"	"sVm.TIn"	0	2	2	"10"	113.0366	0	0	1
"to"	140	2	"05a"	"TO"	"tu"	"di"	"tu"	"di"	0	1	1	"1"	113.3618	0	0	1
"eat"	358	2	"05a"	"VB"	"it"	"it"	"it"	"it"	0	1	1	"1"	113.5004	0	0	1
"yknow"	385	2	"05a"	"PRP_VBP"	"jun5"	"jVn5"	"ju.n5"	"jV.n5"	1	2	2	"??"	113.8572	0	0	1
"and"	150	2	"05a"	"CC"	"{nd"	"H"	"{nd"	"H"	0	1	1	"0"	130.6512	0	0	1
"walks"	302	2	"05a"	"VBZ"	"wQks"	"wQks"	"wQks"	"wQks"	0	1	1	"1"	130.801	0	0	1
"away"	326	2	"05a"	"RB"	"Vw1"	"Vw1"	"V.w1"	"V.w1"	1	2	2	"01"	131.1004	0	0	1
"well"	83	2	"05a"	"RB"	"wEl"	"wV"	"wEl"	"wV"	0	1	1	"1"	164.8842	0	0	1
"i"	181	2	"05a"	"PRP"	"2"	"2"	"2"	"2"	0	1	1	"1"	164.9661	0	0	1
"think"	221	2	"05a"	"VBP"	"TINk"	"TIN"	"TINk"	"TIN"	0	1	1	"1"	165.1461	0	0	1
"sometimes"	724	2	"05a"	"RB"	"sVmt2mz"	"sVmt2mz"	"sVm.t2mz"	"sVm.t2mz"	0	2	2	"01"	165.3661	0	0	1
"that"	78	2	"05a"	"IN"	"D{t"	"zIR"	"D{t"	"zIR"	0	1	1	"1"	166.0861	0	0	1
"it's"	143	2	"05a"	"PRP_VBZ"	"Its"	"Is"	"Its"	"Is"	0	1	1	"1"	166.1627	0	0	1
"because"	413	2	"05a"	"IN"	"bIkVz"	"bikQz"	"bI.kVz"	"bi.kQz"	0	2	2	"01"	166.3045	0	0	1
"the"	112	2	"05a"	"DT"	"Di"	"zI"	"Di"	"zI"	0	1	1	"0"	166.715	0	0	1
"child"	498	2	"05a"	"NN"	"J2ld"	"J2ld"	"J2ld"	"J2ld"	0	1	1	"1"	166.8261	0	0	1
"has"	387	2	"05a"	"VBZ"	"h{z"	"h{z"	"h{z"	"h{z"	1	1	1	"1"	167.3217	0	0	1
"not"	205	2	"05a"	"RB"	"nQt"	"nQY"	"nQt"	"nQY"	0	1	1	"1"	168.3225	0	0	1
"ever"	297	2	"05a"	"RB"	"Ev3"	"Ev3"	"E.v3"	"E.v3"	0	2	2	"10"	168.526	0	0	1
"been"	272	2	"05a"	"VBN"	"bIn"	"bIn"	"bIn"	"bIn"	0	1	1	"1"	168.8221	0	0	1
"taught"	488	2	"05a"	"VBN"	"tQt"	"tQY"	"tQt"	"tQY"	1	1	1	"1"	169.0925	0	0	1
"somehow"	517	2	"05a"	"RB"	"sVmh6"	"sVmh6"	"sVm.h6"	"sVm.h6"	0	2	2	"12"	170.4353	0	0	1
"or"	126	2	"05a"	"CC"	"5r"	"3"	"5r"	"3"	0	1	1	"1"	170.9496	0	0	1
"other"	294	2	"05a"	"JJ"	"VD3"	"VD3"	"V.D3"	"V.D3"	1	2	2	"10"	171.0753	0	0	1
"or"	121	2	"05a"	"CC"	"5r"	"Qr"	"5r"	"Qr"	0	1	1	"1"	172.0605	0	0	1
"shown"	391	2	"05a"	"VBN"	"S5n"	"S5n"	"S5n"	"S5n"	1	1	1	"1"	172.1805	0	0	1
"i've"	191	2	"05a"	"PRP_VBP"	"2v"	"2v"	"2v"	"2v"	0	1	1	"1"	172.6605	0	0	1
"always"	243	2	"05a"	"RB"	"Qlw1z"	"Qw1z"	"Ql.w1z"	"Q.w1z"	0	2	2	"12"	172.8505	0	0	1
"been"	178	2	"05a"	"VBN"	"bIn"	"bIn"	"bIn"	"bIn"	0	1	1	"1"	173.0912	0	0	1
"the"	83	2	"05a"	"DT"	"Di"	"ni"	"Di"	"ni"	0	1	1	"0"	173.2676	0	0	1
"kind"	215	2	"05a"	"NN"	"k2nd"	"k2n"	"k2nd"	"k2n"	0	1	1	"1"	173.3504	0	0	1
"of"	47	2	"05a"	"IN"	"Vv"	"V"	"Vv"	"V"	0	1	1	"1"	173.5636	0	0	1
"person"	385	2	"05a"	"NN"	"p3sVn"	"p3sIn"	"p3.sVn"	"p3.sIn"	0	2	2	"10"	173.6101	0	0	1
"to"	60	2	"05a"	"TO"	"tu"	"nI"	"tu"	"nI"	0	1	1	"1"	173.9922	0	0	1
"believe"	314	2	"05a"	"VB"	"bIliv"	"bVlif"	"bI.liv"	"bV.lif"	0	2	2	"01"	174.0505	0	0	1
"i"	164	2	"05a"	"PRP"	"2"	"2"	"2"	"2"	0	1	1	"1"	174.3617	0	0	1
"never"	217	2	"05a"	"RB"	"nEv3"	"nEv3"	"nE.v3"	"nE.v3"	0	2	2	"10"	174.5252	0	0	1
"told"	272	2	"05a"	"VBD"	"t5ld"	"t5l"	"t5ld"	"t5l"	0	1	1	"1"	174.7405	0	0	1
"my"	232	2	"05a"	"PRP$"	"m2"	"m2"	"m2"	"m2"	0	1	1	"1"	175.0105	0	0	1
"kids"	542	2	"05a"	"NNS"	"kIdz"	"kIds"	"kIdz"	"kIds"	1	1	1	"1"	175.2405	0	0	1
"not"	384	2	"05a"	"RB"	"nQt"	"nQt"	"nQt"	"nQt"	0	1	1	"1"	176.7367	0	0	1
"to"	132	2	"05a"	"TO"	"tu"	"tI"	"tu"	"tI"	0	1	1	"1"	177.1188	0	0	1
"do"	182	2	"05a"	"VB"	"du"	"du"	"du"	"du"	0	1	1	"1"	177.2504	0	0	1
"something"	473	2	"05a"	"NN"	"sVmTIN"	"sVmTIN"	"sVm.TIN"	"sVm.TIN"	0	2	2	"10"	177.4311	0	0	1
"that"	162	2	"05a"	"WDT"	"D{t"	"DEY"	"D{t"	"DEY"	0	1	1	"1"	177.9011	0	0	1
"i"	269	2	"05a"	"PRP"	"2"	"2"	"2"	"2"	0	1	1	"1"	178.0612	0	0	1
"myself"	716	2	"05a"	"PRP"	"m2sElf"	"m2sElf"	"m2.sElf"	"m2.sElf"	0	2	2	"21"	178.33	0	0	1
"was"	180	2	"05a"	"VBD"	"wVz"	"wIz"	"wVz"	"wIz"	0	1	1	"1"	179.0433	0	0	1
"doing"	443	2	"05a"	"VBG"	"duIN"	"duIN"	"du.IN"	"du.IN"	1	2	2	"10"	179.2211	0	0	1
"examples"	545	2	"05a"	"NNS"	"Egz{mpPz"	"Igs{mbPz"	"Eg.z{m.pPz"	"Ig.s{m.bPz"	0	3	3	"010"	179.9178	0	0	1
"smoking"	373	2	"05a"	"VBG"	"sm5kIN"	"sm5kIN"	"sm5.kIN"	"sm5.kIN"	0	2	2	"10"	180.4578	0	0	1
"cigarettes"	705	2	"05a"	"NNS"	"sIgVrEts"	"sIg3Ets"	"sI.gV.rEts"	"sI.g3.Ets"	0	3	3	"201"	180.8278	0	0	1
"or"	138	2	"05a"	"CC"	"5r"	"3"	"5r"	"3"	0	1	1	"1"	181.5303	0	0	1
"taking"	302	2	"05a"	"VBG"	"t1kIN"	"t1kIN"	"t1.kIN"	"t1.kIN"	0	2	2	"10"	181.6675	0	0	1
"a"	61	2	"05a"	"DT"	"1"	"I"	"1"	"I"	0	1	1	"0"	181.9678	0	0	1
"drink"	272	2	"05a"	"NN"	"drINk"	"_rINg"	"drINk"	"_rINg"	0	1	1	"1"	182.0278	0	0	1
"of"	31	2	"05a"	"IN"	"Vv"	"V"	"Vv"	"V"	0	1	1	"1"	182.2978	0	0	1
"beer"	372	2	"05a"	"NN"	"bIr"	"bir"	"bIr"	"bir"	0	1	1	"1"	182.3278	0	0	1
"or"	189	2	"05a"	"CC"	"5r"	"3"	"5r"	"3"	0	1	1	"1"	182.6978	0	0	1
"taking"	294	2	"05a"	"VBG"	"t1kIN"	"t1kIN"	"t1.kIN"	"t1.kIN"	0	2	2	"10"	182.8867	0	0	1
"a"	152	2	"05a"	"DT"	"1"	"V"	"1"	"V"	0	1	1	"0"	183.1778	0	0	1
"wine"	400	2	"05a"	"NN"	"w2n"	"w2n"	"w2n"	"w2n"	0	1	1	"1"	183.3289	0	0	1
"with"	133	2	"05a"	"IN"	"wIT"	"wVT"	"wIT"	"wVT"	0	1	1	"1"	183.7278	0	0	1
"my"	168	2	"05a"	"PRP$"	"m2"	"m2"	"m2"	"m2"	0	1	1	"1"	183.8608	0	0	1
"dinner"	232	2	"05a"	"NN"	"dIn3"	"dI3"	"dI.n3"	"dI.3"	0	2	2	"10"	184.0278	0	0	1
"saying"	173	2	"05a"	"VBG"	"s1IN"	"s1n"	"s1.IN"	"s1n"	0	2	1	"?"	184.2577	0	0	1
"no"	114	2	"05a"	"DT"	"n5"	"n5"	"n5"	"n5"	0	1	1	"1"	184.4286	0	0	1
"you're"	112	2	"05a"	"PRP_VBP"	"jur"	"j3"	"jur"	"j3"	0	1	1	"1"	184.5424	0	0	1
"not"	156	2	"05a"	"RB"	"nQt"	"nQR"	"nQt"	"nQR"	0	1	1	"1"	184.6535	0	0	1
"old"	188	2	"05a"	"JJ"	"5ld"	"5l"	"5ld"	"5l"	0	1	1	"1"	184.8077	0	0	1
"enough"	179	2	"05a"	"RB"	"InVf"	"VnVp"	"I.nVf"	"V.nVp"	0	2	2	"01"	184.9949	0	0	1
"but"	99	2	"05a"	"CC"	"bVt"	"pVR"	"bVt"	"pVR"	0	1	1	"1"	185.1726	0	0	1
"i"	139	2	"05a"	"PRP"	"2"	"2"	"2"	"2"	0	1	1	"1"	185.2693	0	0	1
"can"	438	2	"05a"	"MD"	"k{n"	"k{n"	"k{n"	"k{n"	1	1	1	"1"	185.4078	0	0	1
